,number,theme,subtheme,year,set_name,minifigs,pieces,price,value_new,value_used,launch_date,eol_date,category,numeric_data_nan,price_unadjusted,value_change_per
2678,60063-1,City,Seasonal,2014,City Advent Calendar,7.0,218.0,34.33111632131465,29.75,19.95,2014-01-09,2014-12-31,set,False,29.99,-13.34391890563268
2679,41526-1,Mixels,Series 3,2014,Wizwuz,,70.0,5.712313119151721,10.87,5.59,2014-01-09,2014-12-31,set,False,4.99,90.29068913530067
2680,21115-1,Minecraft,Minifig-scale,2014,The First Night,2.0,408.0,45.77863760217983,85.56,33.45,2014-01-11,2016-12-31,set,False,39.99,86.89940216990188
2681,10565-1,Duplo,,2014,Creative Suitcase,,135.0,68.67368016391018,44.99,,2014-01-09,2016-05-31,set,False,59.99,-34.48727388335971
2682,75056-1,Star Wars,Seasonal,2014,Star Wars Advent Calendar,9.0,274.0,45.77863760217983,61.55,43.01,2014-01-09,2014-12-31,set,False,39.99,34.451358152845486
2683,21117-1,Minecraft,Minifig-scale,2014,The Ender Dragon,4.0,634.0,80.12120144477534,150.0,69.62,2014-01-11,2016-12-31,set,False,69.99,87.21636382773117
2684,40092-1,Seasonal,Christmas,2014,Reindeer,,139.0,11.436073759584309,23.02,15.0,2014-01-11,2014-12-31,set,False,9.99,101.2928605038724
2685,40093-1,Seasonal,Christmas,2014,Snowman,,140.0,11.436073759584309,19.88,15.78,2014-01-11,2015-12-31,set,False,9.99,73.83588474443889
2686,79115-1,Teenage Mutant Ninja Turtles,Movie,2014,Turtle Van Takedown,4.0,368.0,45.77863760217983,83.18,52.19,2014-06-07,2014-12-31,set,False,39.99,81.70047069299251
2687,10245-1,Creator Expert,Winter Village,2014,Santa's Workshop,6.0,883.0,80.12120144477534,210.76,185.44,2014-01-10,2016-12-31,set,False,69.99,163.0514722688841
2688,79116-1,Teenage Mutant Ninja Turtles,Movie,2014,Big Rig Snow Getaway,6.0,741.0,80.12120144477534,81.31,45.43,2014-06-07,2014-12-31,set,False,69.99,1.4837502855521467
2689,79117-1,Teenage Mutant Ninja Turtles,Movie,2014,Turtle Lair Invasion,6.0,888.0,114.46376528737088,127.02,99.84,2014-06-07,2014-12-31,set,False,99.99,10.969615302367208
2690,79015-1,The Hobbit,The Battle of the Five Armies,2014,Witch-King Battle,3.0,101.0,17.159834400016894,56.08,42.6,2014-10-15,2015-07-31,set,False,14.99,226.8096806338923
2691,79016-1,The Hobbit,The Battle of the Five Armies,2014,Attack on Lake-town,5.0,313.0,34.33111632131465,81.14,64.91,2014-10-15,2015-07-31,set,False,29.99,136.34535865536014
2692,44029-1,HERO Factory,Invasion From Below,2014,"QUEEN Beast vs. FURNO, EVO & STORMER",4.0,218.0,40.05487696174724,93.5,47.57,2014-01-08,2014-12-31,set,False,34.99,133.429752110569
2693,79017-1,The Hobbit,The Battle of the Five Armies,2014,The Battle of Five Armies,7.0,472.0,68.67368016391018,197.72,132.55,2014-10-15,2015-07-31,set,False,59.99,187.91234069308996
2694,44027-1,HERO Factory,Invasion From Below,2014,BREEZ Flea Machine,2.0,102.0,17.159834400016894,34.99,22.44,2014-01-08,2014-12-31,set,False,14.99,103.906396672252
2695,40091-1,Seasonal,Thanksgiving,2014,Thanksgiving Turkey,,125.0,11.436073759584309,26.72,13.0,2014-01-10,2014-12-31,set,False,9.99,133.64662174906476
2696,76023-1,DC Comics Super Heroes,The Dark Knight Trilogy,2014,The Tumbler,2.0,1869.0,228.93897809602262,336.67,254.71,2014-01-09,2015-12-31,set,False,199.99,47.05665361133584
2697,41047-1,Friends,Animals series 6,2014,Seal's Little Rock,,37.0,5.382622226125478,5.72,3.52,2014-01-09,2014-12-31,set,False,4.701998008182495,6.267907345178361
2698,79018-1,The Hobbit,The Battle of the Five Armies,2014,The Lonely Mountain,5.0,866.0,148.8063291299664,397.8,288.61,2014-10-15,2015-07-31,set,False,129.99,167.32733904924453
2699,76021-1,Marvel Super Heroes,Guardians of the Galaxy,2014,The Milano Spaceship Rescue,5.0,665.0,85.84496208520792,148.33,95.0,2014-01-06,2015-07-31,set,False,74.99,72.78824103011512
2700,21118-1,Minecraft,Minifig-scale,2014,The Mine,4.0,922.0,125.91128656823604,280.06,108.89,2014-01-11,2015-12-31,set,False,109.99,122.4264461377138
2701,75055-1,Star Wars,Episode IV,2014,Imperial Star Destroyer,7.0,1359.0,148.8063291299664,309.06,195.69,2014-01-06,2015-12-31,set,False,129.99,107.69277879979767
2702,44019-1,HERO Factory,Invasion From Below,2014,ROCKA Stealth Machine,2.0,89.0,17.159834400016894,46.39,22.04,2014-01-01,2014-12-31,set,False,14.99,170.34060421908458
2703,44020-1,HERO Factory,Invasion From Below,2014,FLYER Beast vs. BREEZ,1.0,91.0,17.159834400016894,41.48,16.85,2014-01-01,2014-12-31,set,False,14.99,141.72727447742244
2704,60036-1,City,Arctic,2014,Arctic Base Camp,7.0,733.0,103.0162440065057,172.04,70.4,2014-01-06,2015-12-31,set,False,89.99,67.00278840406499
2705,60051-1,City,Trains,2014,High-speed Passenger Train,3.0,610.0,171.70137169169675,208.64,122.99,2014-01-06,2018-07-31,set,False,149.99,21.513298318099306
2706,44018-1,HERO Factory,Invasion From Below,2014,FURNO Jet Machine,2.0,79.0,17.159834400016894,44.75,12.38,2014-01-01,2014-12-31,set,False,14.99,160.7834024316455
2707,44016-1,HERO Factory,Invasion From Below,2014,JAW Beast vs. STORMER,1.0,49.0,11.436073759584309,25.0,10.99,2014-01-01,2014-12-31,set,False,9.99,118.60649489994833
2708,42027-1,Technic,,2014,Desert Racer,,148.0,22.88359504044948,31.63,10.36,2014-01-01,2015-12-31,set,False,19.99,38.22128884945833
2709,76019-1,Marvel Super Heroes,Guardians of the Galaxy,2014,Starblaster Showdown ,3.0,196.0,22.88359504044948,42.99,25.71,2014-01-06,2015-07-31,set,False,19.99,87.86383836984554
2710,44021-1,HERO Factory,Invasion From Below,2014,SPLITTER Beast vs. FURNO & EVO,2.0,108.0,22.88359504044948,35.81,22.96,2014-01-01,2014-12-31,set,False,19.99,56.48764950044588
2711,41041-1,Friends,Animals series 4,2014,Turtle's Little Paradise,,43.0,4.567560991065205,7.56,3.52,2014-01-01,2014-04-30,set,False,3.99,65.51503121224714
2712,41042-1,Friends,Animals series 4,2014,Tiger's Beautiful Temple,,42.0,4.567560991065205,6.25,4.99,2014-01-01,2014-04-30,set,False,3.99,36.8345165445165
2713,41043-1,Friends,Animals series 4,2014,Penguin's Playground,,46.0,4.567560991065205,9.47,4.84,2014-01-01,2014-04-30,set,False,3.99,107.3316594682514
2714,41050-1,Disney,The Little Mermaid,2014,Ariel's Amazing Treasures,1.0,77.0,14.870330143843862,22.11,12.34,2014-01-01,2014-12-31,set,False,12.99,48.68533372242091
2715,41051-1,Disney,Brave,2014,Merida's Highland Games,1.0,145.0,22.88359504044948,56.71,33.84,2014-01-01,2014-12-31,set,False,19.99,147.81945275538354
2716,41052-1,Disney,The Little Mermaid,2014,Ariel's Magical Kiss,2.0,250.0,34.33111632131465,30.0,21.23,2014-01-01,2015-12-31,set,False,29.99,-12.61571654349514
2717,41053-1,Disney,Cinderella,2014,Cinderella's Dream Carriage,1.0,274.0,34.33111632131465,33.96,14.75,2014-01-01,2015-12-31,set,False,29.99,-1.0809911272364963
2718,44015-1,HERO Factory,Invasion From Below,2014,EVO Walker,4.0,51.0,11.436073759584309,24.7,10.19,2014-01-01,2014-12-31,set,False,9.99,115.98321696114893
2719,41054-1,Disney,Tangled,2014,Rapunzel's Creativity Tower,2.0,299.0,45.77863760217983,105.6,33.97,2014-01-01,2015-12-31,set,False,39.99,130.67527897547495
2720,41056-1,Friends,,2014,Heartlake News Van,2.0,278.0,28.607355680882065,28.0,15.6,2014-01-01,2015-12-31,set,False,24.99,-2.123075224628167
2721,41057-1,Friends,,2014,Heartlake Horse Show,2.0,355.0,45.77863760217983,86.27,32.0,2014-01-01,2015-12-31,set,False,39.99,88.45034391301348
2722,42020-1,Technic,,2014,Twin-rotor Helicopter,,145.0,14.870330143843862,19.09,8.45,2014-01-01,2015-12-31,set,False,12.99,28.376436940796708
2723,42021-1,Technic,,2014,Snowmobile,,186.0,22.88359504044948,47.59,13.51,2014-01-01,2015-07-31,set,False,19.99,107.96557497141077
2724,42022-1,Technic,,2014,Hot Rod,,414.0,45.77863760217983,61.19,17.48,2014-01-01,2015-12-31,set,False,39.99,33.66496515633819
2725,42023-1,Technic,,2014,Construction Crew,,833.0,80.12120144477534,124.63,44.49,2014-01-01,2015-12-31,set,False,69.99,55.5518361590009
2726,42024-1,Technic,,2014,Container Truck,,948.0,91.56872272564053,141.88,77.95,2014-01-01,2015-12-31,set,False,79.99,54.9437360015415
2727,42025-1,Technic,,2014,Cargo Plane,,1297.0,160.2538504108316,220.45,114.6,2014-01-01,2015-12-31,set,False,139.99,37.5629973537907
2728,42026-1,Technic,,2014,Black Champion Racer,,137.0,22.88359504044948,31.87,11.32,2014-01-01,2015-12-31,set,False,19.99,39.27007510693131
2729,41055-1,Disney,Cinderella,2014,Cinderella's Romantic Castle,2.0,646.0,80.12120144477534,104.75,48.44,2014-01-01,2016-12-31,set,False,69.99,30.7394274063656
2730,44017-1,HERO Factory,Invasion From Below,2014,STORMER Freeze Machine,3.0,88.0,17.159834400016894,59.99,15.71,2014-01-01,2014-12-31,set,False,14.99,249.59544831004274
2731,76020-1,Marvel Super Heroes,Guardians of the Galaxy,2014,Knowhere Escape Mission ,3.0,433.0,45.77863760217983,67.91,42.54,2014-01-06,2015-12-31,set,False,39.99,48.34430109114113
2732,70814-1,The LEGO Movie,,2014,Emmet's Construct-o-Mech,4.0,708.0,68.67368016391018,148.9,66.32,2014-01-06,2015-07-31,set,False,59.99,116.82251430912955
2733,70815-1,The LEGO Movie,,2014,Super Secret Police Dropship,8.0,854.0,91.56872272564053,110.2,62.07,2014-01-06,2015-07-31,set,False,79.99,20.346769857413832
2734,70816-1,The LEGO Movie,,2014,"Benny's Spaceship, Spaceship, SPACESHIP!",7.0,940.0,114.46376528737088,159.75,108.59,2014-01-06,2015-07-31,set,False,99.99,39.563817072533155
2735,75048-1,Star Wars,Rebels,2014,The Phantom,2.0,234.0,28.607355680882065,115.89,47.04,2014-01-06,2015-12-31,set,False,24.99,305.1056004363515
2736,75049-1,Star Wars,Episode V,2014,Snowspeeder,3.0,278.0,34.33111632131465,68.1,35.76,2014-01-06,2015-12-31,set,False,29.99,98.36232344626602
2737,75050-1,Star Wars,Episode VI,2014,B-Wing,3.0,448.0,57.22615888304501,104.82,75.1,2014-01-06,2015-12-31,set,False,49.99,83.16798129719677
2738,75051-1,Star Wars,Original Content,2014,Jedi Scout Fighter,4.0,490.0,68.67368016391018,126.83,75.54,2014-01-06,2015-12-31,set,False,59.99,84.68502007942848
2739,75052-1,Star Wars,Episode IV,2014,Mos Eisley Cantina,8.0,615.0,80.12120144477534,121.47,98.62,2014-01-06,2015-12-31,set,False,69.99,51.607811427696696
2740,75053-1,Star Wars,Rebels,2014,The Ghost,4.0,929.0,103.0162440065057,461.56,276.06,2014-01-06,2015-12-31,set,False,89.99,348.045844081494
2741,75054-1,Star Wars,Episode V,2014,AT-AT,5.0,1137.0,125.91128656823604,199.22,94.03,2014-01-06,2015-12-31,set,False,109.99,58.222511603068426
2742,60052-1,City,Trains,2014,Cargo Train,4.0,888.0,228.93897809602262,274.12,185.66,2014-01-06,2018-07-31,set,False,199.99,19.73496268731808
2743,41062-1,Disney,Frozen,2015,Elsa's Sparkling Ice Castle,3.0,292.0,45.72324972283959,43.42,26.19,2015-01-01,2016-12-31,set,False,39.99,-5.037371002282616
2744,41091-1,Friends,,2015,Mia's Roadster,1.0,187.0,17.139072601784584,18.73,7.81,2015-01-01,2015-12-31,set,False,14.99,9.282459064032224
2745,41090-1,Friends,,2015,Olivia's Garden Pool,1.0,82.0,11.422237177573582,14.79,5.5,2015-01-01,2015-12-31,set,False,9.99,29.484266261242432
2746,41089-1,Friends,Vet,2015,Little Foal,,43.0,5.70540175336258,12.11,3.21,2015-01-01,2015-12-31,set,False,4.99,112.25499138360864
2747,41088-1,Friends,Vet,2015,Puppy Training,,65.0,5.70540175336258,9.05,2.41,2015-01-01,2015-12-31,set,False,4.99,58.621607929121254
2748,41063-1,Disney,The Little Mermaid,2015,Ariel's Undersea Palace,2.0,379.0,62.8737559954726,129.58,75.18,2015-01-01,2016-12-31,set,False,54.99,106.09552896653857
2749,41086-1,Friends,Vet,2015,Vet Ambulance,1.0,89.0,11.422237177573582,17.09,6.33,2015-01-01,2015-12-31,set,False,9.99,49.620426666979945
2750,41085-1,Friends,Vet,2015,Vet Clinic,1.0,192.0,22.855908025995582,57.1,23.0,2015-01-01,2015-12-31,set,False,19.99,149.82599656533566
2751,41092-1,Friends,,2015,Stephanie's Pizzeria,1.0,87.0,11.422237177573582,17.51,5.68,2015-01-01,2015-12-31,set,False,9.99,53.29746465411463
2752,41087-1,Friends,Vet,2015,Bunny & Babies,,47.0,5.70540175336258,10.29,5.47,2015-01-01,2015-12-31,set,False,4.99,80.35539730283509
2753,41095-1,Friends,,2015,Emma's House,3.0,706.0,80.02426226810559,136.6,63.57,2015-01-01,2016-12-31,set,False,69.99,70.69823092195277
2754,10617-1,Duplo,,2015,My First Farm,2.0,26.0,22.855908025995582,29.24,16.46,2015-01-01,2017-12-31,set,False,19.99,27.93191137601426
2755,41544-1,Mixels,Series 5,2015,Tungster,,60.0,5.70540175336258,8.32,4.26,2015-01-06,2015-09-30,set,False,4.99,45.82671579782197
2756,10246-1,Creator Expert,Modular Buildings Collection,2015,Detective's Office,6.0,2262.0,182.92729990390364,339.33,291.92,2015-01-01,2018-12-31,set,False,159.99,85.49992274431354
2757,10587-1,Duplo,,2015,Café,3.0,52.0,22.855908025995582,31.07,34.31,2015-01-01,2016-12-31,set,False,19.99,35.938593927933084
2758,10590-1,Duplo,,2015,Airport,3.0,29.0,22.855908025995582,28.5,13.95,2015-01-01,2017-12-31,set,False,19.99,24.694236464309395
2759,10595-1,Duplo,Sofia the First,2015,Sofia's Royal Castle,2.0,87.0,57.1569205712616,99.63,59.21,2015-01-01,2016-12-31,set,False,49.99,74.30960066468973
2760,10596-1,Duplo,Disney Princess,2015,Disney Princess Collection,3.0,63.0,45.72324972283959,72.5,50.0,2015-01-01,2016-12-31,set,False,39.99,58.56265781516605
2761,10600-1,Duplo,Cars,2015,Classic Race,2.0,29.0,28.572743450206584,45.0,17.18,2015-01-01,2016-12-31,set,False,24.99,57.4927520642917
2762,10616-1,Duplo,,2015,My First Playhouse,2.0,25.0,22.855908025995582,25.75,11.82,2015-01-01,2017-12-31,set,False,19.99,12.662336454595328
2763,10615-1,Duplo,,2015,My First Tractor,2.0,12.0,17.139072601784584,12.21,,2015-01-01,2017-12-31,set,False,14.99,-28.759272548220313
2764,41061-1,Disney,Aladdin,2015,Jasmine's Exotic Palace,1.0,143.0,22.855908025995582,37.23,19.87,2015-01-01,2016-12-31,set,False,19.99,62.89004994969257
2765,10684-1,Juniors,Girl,2015,Supermarket Suitcase,2.0,134.0,22.855908025995582,29.28,13.89,2015-01-01,2016-12-31,set,False,19.99,28.106920830701025
2766,41060-1,Disney,Sleeping Beauty,2015,Sleeping Beauty's Royal Bedroom,1.0,96.0,14.852338432100183,29.43,9.99,2015-01-01,2015-12-31,set,False,12.99,98.15061536972044
2767,75919-1,Jurassic World,,2015,Indominus Rex Breakout,4.0,1156.0,148.62628735863763,349.11,216.34,2015-01-05,2016-12-31,set,False,129.99,134.891152974569
2768,31036-1,Creator,3 in 1,2015,Toy & Grocery Shop,2.0,466.0,45.72324972283959,60.96,40.88,2015-01-01,2016-12-31,set,False,39.99,33.323856833276174
2769,75917-1,Jurassic World,,2015,Raptor Rampage,3.0,324.0,57.1569205712616,119.44,67.61,2015-01-05,2016-12-31,set,False,49.99,108.96857074566438
2770,10618-1,Duplo,,2015,Creative Building Box,2.0,70.0,28.572743450206584,32.5,,2015-01-01,2016-12-31,set,False,24.99,13.744765379766223
2771,75918-1,Jurassic World,,2015,T. rex Tracker,3.0,520.0,80.02426226810559,115.2,79.73,2015-01-05,2016-12-31,set,False,69.99,43.956341158191506
2772,75920-1,Jurassic World,,2015,Raptor Escape,2.0,394.0,45.72324972283959,144.57,97.32,2015-01-05,2015-12-31,set,False,39.99,216.18487503915244
2773,10247-1,Creator Expert,Fairground,2015,Ferris Wheel,10.0,2464.0,228.66198329759166,353.0,276.02,2015-01-06,2018-12-31,set,False,199.99,54.376339656159146
2774,10592-1,Duplo,Fire,2015,Fire Truck,1.0,26.0,28.572743450206584,21.76,25.29,2015-01-06,2018-12-31,set,False,24.99,-23.84350477957806
2775,10593-1,Duplo,Fire,2015,Fire Station,2.0,105.0,57.1569205712616,84.65,52.33,2015-01-06,2016-12-31,set,False,49.99,48.101050850807866
2776,10599-1,Duplo,Batman,2015,Batman Adventure,3.0,47.0,45.72324972283959,146.76,44.08,2015-01-06,2016-12-31,set,False,39.99,220.97456084074162
2777,10603-1,Duplo,,2015,My First Bus,1.0,17.0,17.139072601784584,20.0,,2015-01-06,2016-12-31,set,False,14.99,16.692428258443375
2778,10604-1,Duplo,Jake and the Never Land Pirates,2015,Treasure Island,2.0,25.0,22.855908025995582,28.3,12.75,2015-01-06,2015-12-31,set,False,19.99,23.819189190875644
2779,40120-1,Seasonal,Valentine's Day,2015,Valentine's Day Dinner,2.0,114.0,11.422237177573582,17.08,12.34,2015-01-01,2016-12-31,set,False,9.99,49.532878143476715
2780,10606-1,Duplo,Doc McStuffins,2015,Backyard Clinic,1.0,39.0,34.289578874417586,64.95,23.57,2015-01-06,2017-12-31,set,False,29.99,89.41614954757355
2781,70789-1,Bionicle,Toa,2015,Onua - Master of Earth,,108.0,22.855908025995582,51.87,24.51,2015-01-01,2015-12-31,set,False,19.99,126.94351036504308
2782,41094-1,Friends,,2015,Heartlake Lighthouse,2.0,473.0,45.72324972283959,53.39,28.69,2015-01-01,2016-12-31,set,False,39.99,16.76772828623056
2783,70787-1,Bionicle,Toa,2015,Tahu - Master of Fire,,89.0,22.855908025995582,69.99,21.43,2015-01-01,2015-12-31,set,False,19.99,206.22279333814083
2784,40140-1,Creator,Promotional,2015,Flower Cart,1.0,71.0,5.70540175336258,17.82,12.33,2015-01-01,2015-12-31,set,False,4.99,212.33558599966193
2785,30285-1,Creator,Promotional,2015,Tiger,,73.0,4.56203466852038,6.17,2.85,2015-01-01,2015-12-31,set,False,3.99,35.24667058264896
2786,30303-1,DC Comics Super Heroes,Batman,2015,The Joker Bumper Car,1.0,47.0,4.56203466852038,5.6,3.25,2015-01-01,2015-12-31,set,False,3.99,22.752245585548483
2787,30311-1,City,Swamp Police,2015,Swamp Police Helicopter,1.0,51.0,3.9903511260992794,4.99,2.79,2015-01-01,2015-12-31,set,False,3.49,25.05165190507723
2788,30313-1,City,Traffic,2015,Garbage Truck,1.0,48.0,3.9903511260992794,7.11,3.66,2015-01-01,2015-12-31,set,False,3.49,78.17980862627236
2789,31034-1,Creator,3 in 1,2015,Future Flyer,,237.0,28.572743450206584,51.91,19.83,2015-01-01,2016-12-31,set,False,24.99,81.67663910349737
2790,31035-1,Creator,3 in 1,2015,Beach Hut,2.0,286.0,34.289578874417586,38.74,28.0,2015-01-01,2016-12-31,set,False,29.99,12.978932001123933
2791,10683-1,Juniors,City,2015,Road Work Truck,2.0,132.0,22.855908025995582,33.99,11.86,2015-01-06,2016-12-31,set,False,19.99,48.71428412006584
2792,10677-1,Juniors,Girl,2015,Beach Trip,1.0,74.0,11.422237177573582,13.08,5.95,2015-01-01,2015-12-31,set,False,9.99,14.513468742194128
2793,70785-1,Bionicle,Toa,2015,Pohatu - Master of Stone,,66.0,17.139072601784584,38.99,18.82,2015-01-01,2015-12-31,set,False,14.99,127.49188888983537
2794,10680-1,Juniors,City,2015,Garbage Truck,2.0,99.0,22.855908025995582,18.77,14.99,2015-01-01,2016-12-31,set,False,19.99,-17.876813388242553
2795,70745-1,Ninjago,Tournament of Elements,2015,Anacondrai Crusher,2.0,219.0,22.855908025995582,43.2,16.49,2015-01-01,2015-12-31,set,False,19.99,89.01021106169004
2796,70746-1,Ninjago,Tournament of Elements,2015,Condrai Copter Attack,3.0,311.0,34.289578874417586,37.27,27.34,2015-01-01,2016-07-31,set,False,29.99,8.691915221525274
2797,70747-1,Ninjago,Tournament of Elements,2015,Boulder Blaster,3.0,236.0,34.289578874417586,29.24,19.58,2015-01-01,2016-07-31,set,False,29.99,-14.726278479275594
2798,70749-1,Ninjago,Tournament of Elements,2015,Enter the Serpent,5.0,529.0,68.5905914196836,122.81,59.57,2015-01-01,2016-07-31,set,False,59.99,79.04788026766732
2799,70222-1,Legends of Chima,Fire vs. Ice,2015,Tormak's Shadow Blazer,3.0,311.0,34.289578874417586,57.14,17.18,2015-01-01,2015-12-31,set,False,29.99,66.63955019473984
2800,70750-1,Ninjago,Tournament of Elements,2015,Ninja DB X,7.0,756.0,91.4579331165276,155.24,82.27,2015-01-01,2015-12-31,set,False,79.99,69.73923935303343
2801,70752-1,Ninjago,Tournament of Elements,2015,Jungle Trap,2.0,58.0,7.99213592304698,16.73,6.97,2015-01-01,2015-12-31,set,False,6.99,109.33077416458319
2802,70753-1,Ninjago,Tournament of Elements,2015,Lava Falls,2.0,94.0,9.13550300788918,23.89,9.09,2015-01-01,2015-12-31,set,False,7.99,161.50722055883756
2803,70754-1,Ninjago,Tournament of Elements,2015,ElectroMech,2.0,153.0,17.139072601784584,58.67,17.48,2015-01-01,2015-12-31,set,False,14.99,242.31723829614364
2804,70755-1,Ninjago,Tournament of Elements,2015,Jungle Raider ,2.0,188.0,22.855908025995582,25.0,13.12,2015-01-01,2016-07-31,set,False,19.99,9.380909179218765
2805,70413-1,Pirates,,2015,The Brick Bounty,7.0,745.0,114.3252748133716,212.44,195.19,2015-01-01,2015-12-31,set,False,99.99,85.82067731461318
2806,70756-1,Ninjago,Tournament of Elements,2015,Dojo Showdown,4.0,215.0,28.572743450206584,82.18,54.94,2015-01-01,2015-12-31,set,False,24.99,187.61676365874428
2807,70779-1,Bionicle,Companions,2015,Protector of Stone,,73.0,11.422237177573582,32.21,13.91,2015-01-01,2015-12-31,set,False,9.99,181.99379420382823
2808,70780-1,Bionicle,Companions,2015,Protector of Water,,71.0,11.422237177573582,8.34,12.05,2015-01-01,2015-12-31,set,False,9.99,-26.98453139832576
2809,70781-1,Bionicle,Companions,2015,Protector of Earth,,66.0,11.422237177573582,43.08,11.8,2015-01-01,2015-12-31,set,False,9.99,277.1590392518137
2810,70782-1,Bionicle,Companions,2015,Protector of Ice,,68.0,11.422237177573582,38.37,9.82,2015-01-01,2015-12-31,set,False,9.99,235.9236846818034
2811,70783-1,Bionicle,Companions,2015,Protector of Fire,,69.0,11.422237177573582,49.99,10.24,2015-01-01,2015-12-31,set,False,9.99,337.6550689925294
2812,70223-1,Legends of Chima,Fire vs. Ice,2015,Icebite's Claw Driller,4.0,629.0,57.1569205712616,90.0,56.82,2015-01-01,2015-12-31,set,False,49.99,57.461247212908525
2813,70221-1,Legends of Chima,Fire vs. Ice,2015,Flinx's Ultimate Phoenix,2.0,172.0,22.855908025995582,34.0,18.35,2015-01-01,2015-12-31,set,False,19.99,48.75803648373752
2814,42031-1,Technic,,2015,Cherry Picker,,155.0,14.852338432100183,18.03,7.63,2015-01-01,2016-12-31,set,False,12.99,21.395025318248717
2815,60069-1,City,Swamp Police,2015,Swamp Police Station,6.0,707.0,102.89160396494961,143.62,49.15,2015-01-01,2016-07-31,set,False,89.99,39.58378960534493
2816,75916-1,Jurassic World,,2015,Dilophosaurus Ambush,2.0,248.0,34.289578874417586,83.76,39.02,2015-01-05,2016-12-31,set,False,29.99,144.27246629876458
2817,70778-1,Bionicle,Companions,2015,Protector of Jungle,,64.0,11.422237177573582,36.22,12.29,2015-01-01,2015-12-31,set,False,9.99,217.100752128614
2818,70412-1,Pirates,,2015,Soldiers Fort,5.0,234.0,34.289578874417586,132.74,102.0,2015-01-01,2015-12-31,set,False,29.99,287.11469885981387
2819,70411-1,Pirates,,2015,Treasure Island,3.0,181.0,22.855908025995582,93.35,60.57,2015-01-01,2015-12-31,set,False,19.99,308.4283148752029
2820,70410-1,Pirates,,2015,Soldiers Outpost,3.0,164.0,22.855908025995582,66.53,44.2,2015-01-01,2015-12-31,set,False,19.99,191.084475507737
2821,10685-1,Juniors,City,2015,Fire Suitcase,2.0,113.0,22.855908025995582,30.81,,2015-01-01,2016-12-31,set,False,19.99,34.8010324724692
2822,10693-1,Classic,,2015,Creative Supplement,,303.0,22.855908025995582,21.29,10.0,2015-01-01,2018-12-31,set,False,19.99,-6.851217742977304
2823,10694-1,Classic,,2015,Creative Supplement Bright,,303.0,22.855908025995582,23.37,9.99,2015-01-01,2017-12-31,set,False,19.99,2.249273900733706
2824,10695-1,Classic,,2015,Creative Building Box,,580.0,28.572743450206584,41.99,42.8,2015-01-01,2016-12-31,set,False,24.99,46.95823687065796
2825,21022-1,Architecture,Landmark Series,2015,Lincoln Memorial,,274.0,34.289578874417586,105.72,52.96,2015-01-01,2016-12-31,set,False,29.99,208.31524757766707
2826,21301-1,Ideas,,2015,Birds,,580.0,51.44008514705059,119.5,91.25,2015-01-01,2015-12-31,set,False,44.99,132.3091022466003
2827,30202-1,Friends,,2015,Smoothie Stand,1.0,37.0,7.174139774127863,6.11,2.8,2015-01-01,2015-12-31,set,False,6.274572592858915,-14.832994723151
2828,30204-1,Friends,,2015,Wish Fountain,1.0,44.0,4.56203466852038,4.61,3.3,2015-01-01,2015-12-31,set,False,3.99,1.0514021695318898
2829,30256-1,Legends of Chima,Fire vs. Ice,2015,Ice Bear Mech,1.0,39.0,4.56203466852038,8.01,4.5,2015-01-01,2015-12-31,set,False,3.99,75.57955127504346
2830,41093-1,Friends,,2015,Heartlake Hair Salon,2.0,318.0,34.289578874417586,31.65,14.69,2015-01-01,2016-12-31,set,False,29.99,-7.697904031090033
2831,41097-1,Friends,,2015,Heartlake Hot Air Balloon,2.0,254.0,34.289578874417586,28.19,18.71,2015-01-01,2016-12-31,set,False,29.99,-17.788433321846057
2832,70786-1,Bionicle,Toa,2015,Gali - Master of Water,,87.0,17.139072601784584,54.99,30.7,2015-01-01,2015-12-31,set,False,14.99,220.84583149659008
2833,70748-1,Ninjago,Tournament of Elements,2015,Titanium Dragon,3.0,360.0,45.72324972283959,86.03,36.25,2015-01-01,2016-07-31,set,False,39.99,88.15373037018946
2834,70224-1,Legends of Chima,Fire vs. Ice,2015,Tiger's Mobile Command,6.0,712.0,91.4579331165276,162.46,83.65,2015-01-01,2015-12-31,set,False,79.99,77.6335791374247
2835,70228-1,Legends of Chima,Fire vs. Ice,2015,Vultrix's Sky Scavenger,3.0,480.0,45.72324972283959,44.0,35.0,2015-01-01,2015-12-31,set,False,39.99,-3.768869739761292
2836,70229-1,Legends of Chima,Tribe Packs,2015, Lion Tribe Pack,3.0,78.0,11.422237177573582,16.27,8.84,2015-01-01,2015-12-31,set,False,9.99,42.441447739717006
2837,70230-1,Legends of Chima,Tribe Packs,2015,Ice Bear Tribe Pack,3.0,75.0,11.422237177573582,20.48,9.12,2015-01-01,2015-12-31,set,False,9.99,79.29937613456696
2838,70231-1,Legends of Chima,Tribe Packs,2015,Crocodile Tribe Pack,3.0,72.0,11.422237177573582,22.32,9.26,2015-01-01,2015-12-31,set,False,9.99,95.40830445915695
2839,70232-1,Legends of Chima,Tribe Packs,2015,Saber Tooth Tiger Tribe Pack,3.0,74.0,11.422237177573582,21.97,10.44,2015-01-01,2015-12-31,set,False,9.99,92.34410613654471
2840,70409-1,Pirates,,2015,Shipwreck Defence,2.0,84.0,14.852338432100183,34.26,20.93,2015-01-01,2015-12-31,set,False,12.99,130.67074694415976
